IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.11.203.121,443,443,true,SIN,Asia Pacific,Singapore,31,1.96
160.79.105.234,443,443,true,SIN,Asia Pacific,Singapore,1,1.96
188.164.158.232,443,443,true,SIN,Asia Pacific,Singapore,3,1.96
14.102.229.16,443,443,true,SIN,Asia Pacific,Singapore,23,1.96
63.141.128.193,443,443,true,SIN,Asia Pacific,Singapore,2,1.96
206.238.236.62,443,443,true,SIN,Asia Pacific,Singapore,1,1.96
154.197.121.119,443,443,true,SIN,Asia Pacific,Singapore,1,1.96
154.219.5.52,443,443,true,SIN,Asia Pacific,Singapore,4,1.96
154.197.121.110,443,443,true,SIN,Asia Pacific,Singapore,1,1.96
14.102.228.101,443,443,true,SIN,Asia Pacific,Singapore,7,1.96
160.79.104.44,443,443,true,SIN,Asia Pacific,Singapore,1,1.96
160.79.105.118,443,443,true,SIN,Asia Pacific,Singapore,10,1.96
167.68.11.145,443,443,true,SIN,Asia Pacific,Singapore,18,1.95
14.102.229.36,443,443,true,SIN,Asia Pacific,Singapore,21,1.95
167.68.11.22,443,443,true,SIN,Asia Pacific,Singapore,12,1.95
77.75.199.22,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
188.164.159.184,443,443,true,SIN,Asia Pacific,Singapore,12,1.95
34.65.159.16,443,443,true,FRA,Europe,Frankfurt,162,1.95
45.67.215.199,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
45.67.215.111,443,443,true,SIN,Asia Pacific,Singapore,0,1.95
154.197.75.145,443,443,true,SIN,Asia Pacific,Singapore,4,1.95
217.163.76.213,443,443,true,SIN,Asia Pacific,Singapore,3,1.95
167.68.5.180,443,443,true,SIN,Asia Pacific,Singapore,3,1.95
73.97.239.167,443,443,true,SEA,North America,Seattle,191,1.95
62.72.166.177,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
104.129.164.154,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
104.129.166.141,443,443,true,SIN,Asia Pacific,Singapore,5,1.95
154.194.12.212,443,443,true,SIN,Asia Pacific,Singapore,4,1.95
69.84.182.88,443,443,true,SIN,Asia Pacific,Singapore,2,1.95
149.104.134.39,443,0,true,LAX,North America,Los Angeles,196,1.95
212.183.88.47,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
14.102.228.34,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
154.197.80.83,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
192.0.54.161,443,443,true,SIN,Asia Pacific,Singapore,1,1.95
154.197.80.129,443,443,true,SIN,Asia Pacific,Singapore,0,1.94
192.0.63.98,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
185.133.35.61,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
154.197.75.101,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
104.129.166.48,443,443,true,SIN,Asia Pacific,Singapore,25,1.94
184.95.40.67,443,443,true,PHX,North America,Phoenix,178,1.94
5.182.34.85,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
141.11.202.89,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
14.102.229.10,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
160.79.104.1,443,443,true,SIN,Asia Pacific,Singapore,2,1.94
217.163.76.201,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
79.99.30.200,443,443,true,SIN,Asia Pacific,Singapore,75,1.94
2.189.59.5,443,443,true,FRA,Europe,Frankfurt,243,1.94
154.219.5.91,443,443,true,SIN,Asia Pacific,Singapore,7,1.94
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,174,1.94
206.238.236.148,443,443,true,SIN,Asia Pacific,Singapore,6,1.94
146.190.178.180,443,443,true,FRA,Europe,Frankfurt,160,1.94
206.238.237.112,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
154.206.12.33,443,443,true,SIN,Asia Pacific,Singapore,4,1.94
45.67.215.34,443,443,true,SIN,Asia Pacific,Singapore,1,1.94
212.183.88.247,443,443,true,SIN,Asia Pacific,Singapore,14,1.93
154.206.12.25,443,443,true,SIN,Asia Pacific,Singapore,21,1.93
104.129.166.185,443,443,true,SIN,Asia Pacific,Singapore,32,1.93
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,3,1.93
160.79.105.32,443,443,true,SIN,Asia Pacific,Singapore,5,1.93
89.116.46.124,443,443,true,SIN,Asia Pacific,Singapore,1,1.93
154.194.12.209,443,443,true,SIN,Asia Pacific,Singapore,24,1.93
77.75.199.17,443,443,true,SIN,Asia Pacific,Singapore,0,1.93
212.183.88.253,443,443,true,SIN,Asia Pacific,Singapore,1,1.93
104.129.167.203,443,443,true,SIN,Asia Pacific,Singapore,5,1.93
206.238.236.189,443,443,true,SIN,Asia Pacific,Singapore,1,1.93
188.164.159.144,443,443,true,SIN,Asia Pacific,Singapore,12,1.93
34.65.127.249,443,443,true,FRA,Europe,Frankfurt,186,1.93
45.135.235.190,443,443,true,SIN,Asia Pacific,Singapore,2,1.93
14.102.229.10,443,443,true,SIN,Asia Pacific,Singapore,0,1.93
34.159.30.32,443,443,true,CDG,Europe,Paris,168,1.93
154.197.88.238,443,443,true,SIN,Asia Pacific,Singapore,2,1.93
89.116.161.185,443,443,true,SIN,Asia Pacific,Singapore,1,1.93
204.93.210.143,443,443,true,SIN,Asia Pacific,Singapore,2,1.93
188.164.158.244,443,443,true,SIN,Asia Pacific,Singapore,2,1.93
166.1.161.170,443,443,true,HAM,Europe,Hamburg,336,1.93
212.183.88.6,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
104.129.165.125,443,443,true,SIN,Asia Pacific,Singapore,2,1.92
216.24.57.214,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
34.65.176.142,443,443,true,FRA,Europe,Frankfurt,176,1.92
77.75.199.129,443,443,true,SIN,Asia Pacific,Singapore,0,1.92
14.102.228.189,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
192.200.160.167,443,443,true,SIN,Asia Pacific,Singapore,0,1.92
212.183.88.18,443,443,true,SIN,Asia Pacific,Singapore,2,1.92
167.68.5.187,443,443,true,SIN,Asia Pacific,Singapore,22,1.92
14.102.228.113,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
104.129.166.215,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
45.205.0.252,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
212.183.88.60,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
154.194.12.226,443,443,true,SIN,Asia Pacific,Singapore,35,1.92
154.219.5.193,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
45.205.0.38,443,443,true,SIN,Asia Pacific,Singapore,2,1.92
45.67.215.90,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
194.87.122.116,443,443,true,HAM,Europe,Hamburg,334,1.92
14.102.228.53,443,443,true,SIN,Asia Pacific,Singapore,1,1.92
166.1.161.52,443,443,true,TXL,Europe,Berlin,323,1.92
188.164.159.80,443,443,true,SIN,Asia Pacific,Singapore,5,1.91
141.11.202.0,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
192.200.160.163,443,443,true,SIN,Asia Pacific,Singapore,2,1.91
156.238.19.140,443,443,true,SIN,Asia Pacific,Singapore,26,1.91
198.62.62.28,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
140.99.233.238,443,443,true,SIN,Asia Pacific,Singapore,6,1.91
8.222.214.13,443,443,true,HKG,Asia Pacific,Hong Kong,37,1.91
14.102.229.175,443,443,true,SIN,Asia Pacific,Singapore,2,1.91
104.129.166.34,443,443,true,SIN,Asia Pacific,Singapore,7,1.91
154.194.12.51,443,443,true,SIN,Asia Pacific,Singapore,44,1.91
204.93.210.56,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
69.84.182.76,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
154.219.5.243,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
204.93.210.70,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
167.68.11.38,443,443,true,SIN,Asia Pacific,Singapore,11,1.91
192.200.160.126,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
206.238.236.179,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
154.206.12.180,443,443,true,SIN,Asia Pacific,Singapore,4,1.91
43.154.209.116,443,443,true,HKG,Asia Pacific,Hong Kong,39,1.91
154.219.5.106,443,443,true,SIN,Asia Pacific,Singapore,57,1.91
14.102.228.15,443,443,true,SIN,Asia Pacific,Singapore,0,1.91
34.147.231.33,443,443,true,LHR,Europe,London,168,1.91
104.129.165.213,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
45.205.0.182,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
204.93.210.241,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
212.183.88.87,443,443,true,SIN,Asia Pacific,Singapore,2,1.91
185.133.35.43,443,443,true,SIN,Asia Pacific,Singapore,2,1.91
160.123.255.110,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
45.67.215.97,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
104.129.164.107,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
198.62.62.215,443,443,true,SIN,Asia Pacific,Singapore,1,1.91
62.72.166.162,443,443,true,SIN,Asia Pacific,Singapore,27,1.91
217.163.76.222,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
45.67.215.100,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
45.135.235.177,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
140.99.233.74,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
14.102.228.140,443,443,true,SIN,Asia Pacific,Singapore,40,1.90
178.255.222.79,443,443,true,AMS,Europe,Amsterdam,265,1.90
5.182.34.221,443,443,true,SIN,Asia Pacific,Singapore,2,1.90
206.238.237.35,443,443,true,SIN,Asia Pacific,Singapore,7,1.90
160.123.255.121,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
204.110.222.83,443,443,true,IAD,North America,Ashburn,224,1.90
199.33.87.48,443,0,true,OMA,North America,Omaha,223,1.90
104.129.167.17,443,443,true,SIN,Asia Pacific,Singapore,20,1.90
204.93.210.190,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
154.197.88.199,443,443,true,SIN,Asia Pacific,Singapore,6,1.90
62.72.166.105,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
45.67.215.69,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
69.84.182.152,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
160.79.104.157,443,443,true,SIN,Asia Pacific,Singapore,20,1.90
217.60.251.160,443,0,true,FRA,Europe,Frankfurt,236,1.90
34.154.189.27,443,443,true,FRA,Europe,Frankfurt,177,1.90
104.248.100.121,443,443,true,FRA,Europe,Frankfurt,177,1.90
206.238.237.94,443,443,true,SIN,Asia Pacific,Singapore,1,1.90
35.204.87.166,443,443,true,FRA,Europe,Frankfurt,179,1.90
156.229.48.101,443,443,true,SIN,Asia Pacific,Singapore,14,1.90
34.159.64.80,443,443,true,FRA,Europe,Frankfurt,170,1.90
192.0.63.162,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
188.164.158.10,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
154.197.121.191,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
89.116.46.214,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
160.79.104.177,443,443,true,SIN,Asia Pacific,Singapore,12,1.89
140.99.233.82,443,443,true,SIN,Asia Pacific,Singapore,15,1.89
192.200.160.86,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
185.201.50.149,443,0,true,FRA,Europe,Frankfurt,246,1.89
167.68.5.251,443,443,true,SIN,Asia Pacific,Singapore,14,1.89
160.123.255.104,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
8.219.40.38,443,443,true,SIN,Asia Pacific,Singapore,23,1.89
62.72.166.128,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
77.75.199.110,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
14.102.228.40,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
69.84.182.139,443,443,true,SIN,Asia Pacific,Singapore,0,1.89
89.116.161.131,443,443,true,SIN,Asia Pacific,Singapore,2,1.89
104.129.166.214,443,443,true,SIN,Asia Pacific,Singapore,4,1.89
167.68.5.220,443,443,true,SIN,Asia Pacific,Singapore,6,1.89
38.180.92.156,443,443,true,CDG,Europe,Paris,172,1.89
154.219.5.79,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
206.238.237.51,443,443,true,SIN,Asia Pacific,Singapore,2,1.89
192.0.54.59,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
160.79.104.222,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
160.123.255.61,443,443,true,SIN,Asia Pacific,Singapore,1,1.89
154.197.75.186,443,443,true,SIN,Asia Pacific,Singapore,2,1.89
45.67.215.151,443,443,true,SIN,Asia Pacific,Singapore,2,1.89
77.75.199.213,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
14.102.228.147,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
146.190.47.118,443,443,true,SJC,North America,San Jose,178,1.88
194.76.18.187,443,443,true,SIN,Asia Pacific,Singapore,2,1.88
14.102.228.245,443,443,true,SIN,Asia Pacific,Singapore,5,1.88
206.238.236.132,443,443,true,SIN,Asia Pacific,Singapore,10,1.88
185.133.35.111,443,443,true,SIN,Asia Pacific,Singapore,4,1.88
198.62.62.73,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
104.129.165.83,443,443,true,SIN,Asia Pacific,Singapore,9,1.88
34.154.231.167,443,443,true,FRA,Europe,Frankfurt,177,1.88
104.129.166.144,443,443,true,SIN,Asia Pacific,Singapore,67,1.88
192.0.63.225,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
167.68.11.171,443,443,true,SIN,Asia Pacific,Singapore,12,1.88
192.0.63.249,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
14.102.229.250,443,443,true,SIN,Asia Pacific,Singapore,2,1.88
160.123.255.135,443,443,true,SIN,Asia Pacific,Singapore,2,1.88
14.102.229.234,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
160.79.105.219,443,443,true,SIN,Asia Pacific,Singapore,9,1.88
160.123.255.175,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
63.141.128.58,443,443,true,SIN,Asia Pacific,Singapore,13,1.88
154.197.121.92,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
78.135.88.222,443,443,true,IST,Europe,Istanbul,287,1.88
206.238.236.220,443,443,true,SIN,Asia Pacific,Singapore,5,1.88
14.102.228.147,443,443,true,SIN,Asia Pacific,Singapore,19,1.88
154.219.5.186,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
206.238.237.1,443,443,true,SIN,Asia Pacific,Singapore,1,1.88
79.99.29.93,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
47.245.111.136,443,443,true,HKG,Asia Pacific,Hong Kong,4,1.87
154.197.64.22,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
192.200.160.35,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
188.164.159.112,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
185.82.98.154,443,443,true,MRS,Europe,Marseille,278,1.87
38.180.48.228,443,443,true,PRG,Europe,Prague,198,1.87
206.238.237.138,443,443,true,SIN,Asia Pacific,Singapore,2,1.87
154.197.121.164,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
89.116.161.49,443,443,true,SIN,Asia Pacific,Singapore,6,1.87
166.1.157.240,443,443,true,HAM,Europe,Hamburg,324,1.87
69.84.182.98,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
154.197.121.58,443,443,true,SIN,Asia Pacific,Singapore,3,1.87
77.75.199.45,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
104.129.164.148,443,443,true,SIN,Asia Pacific,Singapore,23,1.87
45.67.215.103,443,443,true,SIN,Asia Pacific,Singapore,24,1.87
63.141.128.30,443,443,true,SIN,Asia Pacific,Singapore,3,1.87
45.205.0.97,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
69.84.182.47,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
45.135.235.156,443,443,true,SIN,Asia Pacific,Singapore,19,1.87
212.183.88.243,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
188.164.158.239,443,443,true,SIN,Asia Pacific,Singapore,5,1.87
206.238.236.154,443,443,true,SIN,Asia Pacific,Singapore,0,1.87
217.163.76.116,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
14.102.229.226,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
135.84.76.57,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
154.197.75.110,443,443,true,SIN,Asia Pacific,Singapore,2,1.87
45.135.235.193,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
212.183.88.49,443,443,true,SIN,Asia Pacific,Singapore,1,1.87
194.87.179.214,443,443,true,HAM,Europe,Hamburg,319,1.87
194.36.209.57,443,443,true,SJC,North America,San Jose,174,1.86
14.102.228.76,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
104.129.166.200,443,443,true,SIN,Asia Pacific,Singapore,2,1.86
216.24.57.207,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
192.0.63.41,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
104.156.149.253,443,443,true,AMS,Europe,Amsterdam,252,1.86
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,13,1.86
185.133.35.130,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
69.84.182.77,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
14.102.228.49,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
167.68.5.192,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
140.99.233.86,443,443,true,SIN,Asia Pacific,Singapore,8,1.86
89.116.46.235,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
212.183.88.125,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
34.90.158.204,443,443,true,FRA,Europe,Frankfurt,186,1.86
185.133.35.252,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
154.197.121.168,443,443,true,SIN,Asia Pacific,Singapore,9,1.86
80.158.111.121,443,443,true,MXP,Europe,Milan,176,1.86
14.102.229.72,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
45.67.215.177,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
204.93.210.177,443,443,true,SIN,Asia Pacific,Singapore,1,1.86
46.8.31.201,443,443,true,ALA,Asia Pacific,Almaty,244,1.86
144.21.40.72,443,443,true,FRA,Europe,Frankfurt,169,1.85
204.93.210.24,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
79.132.143.54,443,443,true,FRA,Europe,Frankfurt,157,1.85
154.197.88.196,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
154.197.108.15,443,443,true,SIN,Asia Pacific,Singapore,2,1.85
154.219.5.217,443,443,true,SIN,Asia Pacific,Singapore,7,1.85
192.0.54.196,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
204.93.210.181,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
154.197.121.213,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
70.34.248.95,443,443,true,AMS,Europe,Amsterdam,192,1.85
160.79.104.245,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
107.164.212.98,443,443,true,HAM,Europe,Hamburg,323,1.85
34.65.171.227,443,443,true,FRA,Europe,Frankfurt,175,1.85
79.99.28.38,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
14.102.229.160,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
160.79.105.236,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
154.197.88.211,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
89.116.161.30,443,443,true,SIN,Asia Pacific,Singapore,5,1.85
62.72.166.9,443,443,true,SIN,Asia Pacific,Singapore,2,1.85
14.102.229.195,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
77.75.199.227,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
149.104.133.123,443,0,true,LAX,North America,Los Angeles,166,1.85
79.99.31.150,443,443,true,SIN,Asia Pacific,Singapore,1,1.85
212.183.88.98,443,443,true,SIN,Asia Pacific,Singapore,0,1.84
154.219.5.206,443,443,true,SIN,Asia Pacific,Singapore,16,1.84
212.183.88.52,443,443,true,SIN,Asia Pacific,Singapore,4,1.84
154.197.75.197,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
104.129.167.158,443,443,true,SIN,Asia Pacific,Singapore,3,1.84
154.197.88.243,443,443,true,SIN,Asia Pacific,Singapore,5,1.84
154.197.121.129,443,443,true,SIN,Asia Pacific,Singapore,17,1.84
62.72.166.94,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
141.11.203.141,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
166.1.157.220,443,443,true,HAM,Europe,Hamburg,323,1.84
14.102.228.66,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
85.9.110.140,443,0,true,FRA,Europe,Frankfurt,428,1.84
14.102.228.64,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
46.19.68.24,443,443,true,AMS,Europe,Amsterdam,188,1.84
104.129.165.115,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
192.200.160.147,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
185.133.35.22,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
160.79.104.4,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
154.92.9.141,443,443,true,SIN,Asia Pacific,Singapore,18,1.84
104.129.166.103,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
14.102.228.82,443,443,true,SIN,Asia Pacific,Singapore,2,1.84
5.182.34.78,443,443,true,SIN,Asia Pacific,Singapore,10,1.84
63.141.128.73,443,443,true,SIN,Asia Pacific,Singapore,1,1.84
154.197.64.119,443,443,true,SIN,Asia Pacific,Singapore,14,1.84
154.219.5.78,443,443,true,SIN,Asia Pacific,Singapore,14,1.83
104.129.164.241,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
45.67.215.12,443,443,true,SIN,Asia Pacific,Singapore,8,1.83
206.238.237.151,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
63.141.128.69,443,443,true,SIN,Asia Pacific,Singapore,2,1.83
185.133.35.31,443,443,true,SIN,Asia Pacific,Singapore,0,1.83
204.93.210.131,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
45.67.215.193,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
93.177.103.176,443,443,true,OTP,Europe,Bucharest,269,1.83
185.133.35.116,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
14.102.229.85,443,443,true,SIN,Asia Pacific,Singapore,5,1.83
34.141.165.123,443,443,true,FRA,Europe,Frankfurt,197,1.83
14.102.229.119,443,443,true,SIN,Asia Pacific,Singapore,3,1.83
192.0.63.229,443,443,true,SIN,Asia Pacific,Singapore,2,1.83
204.93.210.108,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
63.141.128.141,443,443,true,SIN,Asia Pacific,Singapore,2,1.83
198.62.62.166,443,443,true,SIN,Asia Pacific,Singapore,2,1.83
188.164.158.231,443,443,true,SIN,Asia Pacific,Singapore,4,1.83
154.197.88.254,443,443,true,SIN,Asia Pacific,Singapore,15,1.83
104.129.166.71,443,443,true,SIN,Asia Pacific,Singapore,3,1.83
104.129.167.51,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
204.93.210.212,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
154.194.12.2,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
154.197.75.234,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
154.194.12.48,443,443,true,SIN,Asia Pacific,Singapore,3,1.83
167.68.11.78,443,443,true,SIN,Asia Pacific,Singapore,1,1.83
166.1.157.142,443,443,true,HAM,Europe,Hamburg,327,1.82
156.238.18.177,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
14.102.228.106,443,443,true,SIN,Asia Pacific,Singapore,3,1.82
89.116.161.54,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
154.219.5.160,443,443,true,SIN,Asia Pacific,Singapore,26,1.82
77.238.254.235,443,443,true,AMS,Europe,Amsterdam,192,1.82
34.65.136.216,443,443,true,FRA,Europe,Frankfurt,177,1.82
104.129.164.38,443,443,true,SIN,Asia Pacific,Singapore,6,1.82
216.24.57.171,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
77.75.199.51,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
89.116.46.140,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
192.0.54.248,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
104.129.165.24,443,443,true,SIN,Asia Pacific,Singapore,8,1.82
188.164.158.170,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
212.183.88.141,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,21,1.82
14.102.229.110,443,443,true,SIN,Asia Pacific,Singapore,2,1.82
63.141.128.139,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
167.68.5.249,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
154.197.88.45,443,443,true,SIN,Asia Pacific,Singapore,5,1.82
188.164.158.32,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
216.24.57.91,443,443,true,SIN,Asia Pacific,Singapore,5,1.82
188.164.158.38,443,443,true,SIN,Asia Pacific,Singapore,3,1.82
198.62.62.10,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
146.70.175.107,443,443,true,AMS,Europe,Amsterdam,176,1.82
188.164.158.42,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
14.102.228.89,443,443,true,SIN,Asia Pacific,Singapore,0,1.82
45.67.215.80,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
167.68.11.153,443,443,true,SIN,Asia Pacific,Singapore,28,1.82
89.116.46.127,443,443,true,SIN,Asia Pacific,Singapore,1,1.82
206.238.236.175,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
192.200.160.201,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
154.197.88.192,443,443,true,SIN,Asia Pacific,Singapore,40,1.81
188.164.158.121,443,443,true,SIN,Asia Pacific,Singapore,2,1.81
154.197.75.164,443,443,true,SIN,Asia Pacific,Singapore,0,1.81
152.70.86.93,443,443,true,HKG,Asia Pacific,Hong Kong,78,1.81
166.1.129.250,443,443,true,HAM,Europe,Hamburg,316,1.81
198.62.62.174,443,443,true,SIN,Asia Pacific,Singapore,2,1.81
192.0.63.129,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
14.102.228.168,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
62.72.166.59,443,443,true,SIN,Asia Pacific,Singapore,0,1.81
188.164.159.203,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
14.102.228.155,443,443,true,SIN,Asia Pacific,Singapore,2,1.81
104.129.165.254,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
206.238.236.225,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
212.183.88.146,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
192.0.63.213,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
192.0.54.164,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
154.197.75.221,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
14.102.228.163,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
34.159.87.254,443,443,true,FRA,Europe,Frankfurt,167,1.81
160.123.255.95,443,443,true,SIN,Asia Pacific,Singapore,1,1.81
